timestamp,machine_id,status,cycle_time_ms,output_count,defect_flag
2025-09-08 04:22:04,M05,Running,1885,4,False
2026-03-07 12:38:40,M01,Maintenance,1091,12,False
2025-11-01 12:16:14,M01,Idle,1864,7,False
2026-02-23 04:42:56,M06,Running,2331,2,False
2025-11-21 17:22:32,M09,Running,2479,7,False
2025-10-01 04:06:47,M10,Running,2156,3,False
2026-08-08 04:08:11,M05,Idle,2440,7,False
2025-12-24 06:31:36,M06,Running,1356,4,False
2026-07-18 19:46:40,M04,Running,2377,10,False
2025-09-06 10:42:36,M02,Running,1754,6,False
2026-07-18 04:55:16,M09,Running,2377,4,False
2025-11-13 14:25:27,M08,Running,1045,2,False
2026-01-01 05:46:14,M05,Idle,2227,10,True
2025-11-29 09:48:13,M06,Running,2256,4,False
2025-10-10 23:50:08,M07,Running,2186,5,False
2026-01-27 21:42:17,M03,Running,1628,14,False
2026-06-30 12:35:41,M09,Running,1746,2,False
2026-03-09 16:41:13,M03,Running,926,14,False
2026-05-10 22:59:45,M04,Running,2486,7,False
2025-12-06 05:11:33,M02,Running,1330,15,False
2026-04-05 06:46:42,M01,Maintenance,1204,15,False
2026-06-20 04:14:43,M03,Running,2498,13,False
2026-04-21 17:01:46,M01,Idle,903,3,False
2026-03-04 03:36:47,M07,Idle,1608,8,True
2025-08-13 18:26:42,M07,Running,1239,15,False
2026-04-27 02:27:53,M05,Running,1104,1,False
2026-06-24 01:29:28,M10,Running,1404,8,False
2026-03-14 02:47:47,M09,Running,979,5,False
2025-12-04 23:56:26,M07,Running,2432,9,False
2026-08-07 14:07:27,M09,Running,1583,13,False
2026-04-25 08:45:34,M08,Running,1792,6,False
2025-09-19 23:01:29,M09,Running,1353,3,True
2026-08-10 08:59:25,M10,Running,2460,13,False
2026-07-17 18:15:54,M08,Running,2370,10,False
2025-10-01 21:12:45,M03,Running,2145,4,False
2025-11-21 10:31:46,M01,Running,1249,10,False
2025-09-24 13:24:06,M07,Running,1155,3,False
2026-07-22 06:15:07,M06,Idle,2228,6,False
2025-09-21 07:10:34,M01,Running,1520,10,False
2026-05-26 01:21:13,M10,Idle,2459,15,False
2026-03-13 13:56:48,M09,Running,1804,1,False
2025-10-10 02:24:29,M04,Running,840,9,False
2025-11-24 11:59:52,M06,Idle,1212,13,False
2025-11-28 03:41:14,M03,Idle,1462,1,True
2026-04-02 14:57:04,M10,Running,1090,13,False
2025-10-31 12:44:21,M09,Idle,948,6,False
2026-05-16 10:09:32,M07,Running,1489,5,False
2025-12-21 21:24:16,M03,Running,1694,13,False
2025-10-28 19:11:35,M08,Running,1156,12,False
2026-05-04 17:27:58,M10,Running,1257,11,False
2026-04-14 01:03:17,M03,Running,2303,12,False
2026-07-07 23:15:08,M03,Running,2237,10,False
2025-11-21 06:02:12,M10,Running,2033,6,False
2026-02-23 00:16:56,M10,Running,1958,2,False
2026-02-16 10:58:31,M03,Running,959,4,False
2025-11-16 06:08:53,M06,Running,981,14,False
2026-07-28 07:52:34,M06,Running,1343,4,False
2026-07-29 10:11:03,M02,Running,2411,2,False
2026-07-05 07:47:12,M01,Running,2300,7,False
2025-08-30 11:00:31,M07,Running,1575,6,False
2025-09-15 13:48:45,M02,Idle,2415,14,False
2026-04-14 01:29:17,M04,Running,950,13,False
2026-01-22 05:32:27,M05,Running,1334,2,False
2026-06-28 19:36:47,M03,Idle,1129,12,False
2025-11-26 04:22:30,M02,Running,2056,15,False
2025-08-27 20:26:49,M01,Running,2138,3,False
2025-08-12 02:34:36,M07,Running,1007,6,False
2025-12-18 06:30:03,M04,Running,1934,12,False
2026-06-06 04:52:50,M09,Running,1376,5,False
2025-09-30 12:51:22,M01,Running,1925,14,False
2026-04-15 03:51:20,M01,Running,1675,2,False
2025-11-20 11:07:43,M10,Running,998,1,False
2025-10-12 11:34:54,M05,Maintenance,1769,14,False
2026-05-25 14:18:05,M07,Running,2153,5,False
2026-01-29 07:44:02,M09,Running,1559,15,False
2026-03-12 23:33:46,M03,Running,1339,8,False
2026-05-11 18:49:33,M04,Idle,1955,1,False
2026-01-23 19:51:34,M02,Running,1504,13,False
2026-03-16 13:33:34,M10,Running,924,14,False
2025-08-14 11:39:24,M09,Running,1896,11,False
2025-09-23 04:16:07,M08,Running,1282,8,False
2025-09-08 22:51:07,M07,Idle,2262,1,False
2026-07-19 16:40:36,M09,Idle,2187,10,False
2026-05-06 02:17:53,M08,Running,1142,4,False
2026-07-27 18:45:12,M03,Running,960,11,False
2025-10-07 14:48:54,M03,Idle,1328,6,False
2026-03-10 14:47:55,M02,Running,1939,7,False
2025-08-24 17:20:06,M05,Running,825,13,False
2026-06-30 20:31:04,M10,Running,1659,2,False
2026-01-01 02:52:15,M03,Running,1993,13,False
2026-03-24 22:54:40,M02,Idle,1952,13,False
2026-03-13 07:26:08,M05,Idle,1504,15,False
2025-10-07 05:51:45,M07,Running,1971,10,False
2026-01-24 15:25:52,M03,Running,1094,10,False
2025-09-29 05:24:25,M07,Running,1478,12,False
2025-08-26 23:24:06,M08,Idle,1562,1,False
2025-12-08 10:42:16,M05,Running,1806,14,False
2025-12-30 08:19:37,M02,Maintenance,1266,3,False
2026-07-25 20:38:36,M08,Running,1457,5,False
2026-08-08 02:32:21,M10,Running,1184,8,False
2026-06-15 21:55:34,M07,Running,2355,9,False
2026-07-10 23:51:29,M01,Running,1125,2,False
2025-08-26 05:22:32,M09,Running,2398,14,False
2026-07-25 20:06:48,M10,Running,1194,15,False
2025-12-27 16:33:08,M01,Running,1734,1,False
2025-10-31 07:35:01,M04,Running,2486,8,False
2026-05-02 14:51:03,M02,Running,1295,6,False
2025-11-15 15:18:51,M08,Running,1771,10,False
2026-04-26 17:47:54,M06,Running,1329,12,False
2025-09-19 15:38:04,M02,Running,1591,1,False
2025-12-26 02:03:08,M10,Running,1238,14,False
2026-06-09 16:44:20,M04,Running,1351,11,False
2026-03-16 04:01:16,M01,Idle,2371,11,True
2026-07-20 02:15:40,M03,Running,2031,13,True
2026-07-16 10:26:31,M05,Running,1425,12,False
2026-01-15 13:14:25,M05,Running,1571,14,False
2026-04-08 18:30:47,M05,Running,1418,11,False
2026-05-28 19:09:58,M10,Running,1009,1,False
2025-10-09 18:04:12,M06,Running,2016,10,False
2026-08-05 06:16:22,M02,Running,1488,5,False
2026-08-06 20:38:52,M05,Running,2256,15,False
2025-11-10 16:04:49,M04,Running,2367,4,False
2026-07-12 12:14:16,M10,Running,1454,11,False
2025-10-12 20:09:17,M01,Running,1405,5,False
2026-06-17 09:00:57,M07,Running,872,10,False
2026-06-21 14:28:07,M10,Idle,1502,12,False
2025-10-18 11:46:34,M09,Running,1774,15,False
2026-07-19 00:55:23,M06,Running,1148,14,False
2026-01-17 20:23:27,M09,Running,999,8,False
2025-08-20 08:33:15,M05,Running,1944,13,False
2025-10-19 09:17:28,M06,Running,1255,6,False
2026-05-23 18:48:25,M05,Running,1478,6,False
2026-08-04 18:22:29,M05,Running,1041,8,False
2025-12-17 17:43:17,M10,Running,2071,2,False
2026-06-10 13:53:57,M04,Running,2194,7,False
2026-08-07 05:21:41,M07,Running,1108,3,False
2026-01-17 14:58:24,M06,Running,1966,15,False
2026-06-18 06:54:07,M08,Running,2265,3,False
2026-04-27 21:30:56,M08,Running,1162,6,False
2026-07-12 07:11:20,M01,Running,1228,13,False
2026-05-23 04:45:41,M10,Running,1802,13,False
2026-06-21 14:15:35,M02,Running,1688,11,False
2025-11-15 02:36:53,M07,Maintenance,1585,1,True
2025-11-22 08:20:17,M04,Running,828,15,False
2025-10-11 13:21:36,M09,Running,2185,1,False
2026-06-12 12:23:27,M04,Running,1505,5,False
2026-05-10 01:54:54,M07,Running,1426,3,False
2025-09-21 17:03:10,M01,Running,1395,8,False
2026-01-06 07:04:33,M10,Running,1688,15,False
2026-07-15 10:42:44,M03,Running,1803,6,False
2025-08-25 18:28:05,M03,Idle,2462,7,True
2026-07-10 04:11:51,M04,Running,1068,4,False
2026-02-09 12:40:39,M10,Running,1052,6,False
2025-11-05 02:45:40,M01,Running,2111,5,False
2025-10-27 05:40:55,M10,Running,898,11,False
2026-06-23 20:40:02,M01,Running,1037,7,False
2026-08-02 10:07:14,M02,Running,1771,12,False
2026-02-05 11:51:56,M01,Running,2155,2,False
2025-12-24 12:34:52,M05,Running,2235,3,False
2025-12-07 06:06:49,M02,Running,2065,2,False
2026-06-25 09:28:55,M02,Running,2047,4,False
2026-06-15 14:41:09,M09,Maintenance,1533,12,False
2026-07-15 02:50:52,M03,Running,1816,15,False
2025-11-07 02:52:20,M08,Running,805,1,False
2025-11-05 07:19:36,M02,Idle,2170,8,False
2025-08-19 22:05:49,M02,Running,953,12,False
2026-04-24 01:29:01,M05,Running,1735,5,False
2025-10-24 17:37:43,M01,Running,1157,14,True
2026-01-12 11:30:02,M05,Running,2186,6,False
2025-12-16 05:09:06,M02,Running,2352,15,True
2025-11-26 22:17:50,M03,Running,1149,6,False
2026-07-12 09:52:55,M08,Maintenance,1349,15,False
2025-09-06 16:34:36,M06,Idle,1174,2,False
2026-06-07 01:27:19,M08,Running,1589,12,False
2025-11-27 03:09:43,M07,Running,2432,3,False
2025-12-25 02:26:51,M01,Maintenance,1126,2,False
2026-04-16 20:34:18,M10,Running,1965,11,False
2026-02-24 13:32:01,M10,Running,1534,10,True
2026-01-12 22:48:04,M03,Running,1799,2,False
2026-05-01 15:05:47,M08,Running,1335,11,False
2026-07-04 09:01:14,M09,Running,1980,12,False
2026-03-06 23:25:17,M06,Running,2209,12,False
2025-12-17 08:04:08,M07,Running,1309,8,False
2026-08-10 11:51:11,M07,Running,2492,9,False
2025-08-21 10:47:03,M10,Running,2117,15,False
2025-09-24 12:35:29,M08,Idle,1138,2,False
2026-07-17 08:07:08,M06,Running,1369,1,False
2025-11-20 04:13:50,M09,Running,1625,14,False
2025-10-19 01:54:04,M08,Running,1973,8,False
2026-03-24 05:01:01,M08,Running,1043,8,False
2025-11-21 19:51:16,M01,Running,1644,1,False
2025-08-25 14:06:41,M01,Idle,2421,10,False
2025-09-21 19:54:48,M05,Idle,1951,4,False
2026-03-30 09:58:32,M08,Maintenance,1544,14,False
2026-01-26 11:57:23,M04,Idle,1479,9,False
2025-12-22 23:33:57,M10,Running,2145,6,False
2026-05-20 16:03:38,M02,Running,2149,4,True
2026-06-12 03:34:13,M06,Idle,2438,5,False
2025-12-10 13:12:47,M06,Running,893,15,False
2026-01-27 05:00:51,M03,Idle,2320,12,False
2026-04-03 03:48:16,M05,Running,1184,2,False
2026-02-25 08:20:13,M07,Running,2488,13,False
2025-09-24 15:25:31,M06,Running,1648,1,False
2026-01-07 07:48:36,M10,Running,1722,8,False
2026-07-26 01:31:13,M09,Running,1821,1,False
2026-03-22 15:43:07,M01,Running,1686,14,False
2025-10-23 13:11:28,M09,Running,1162,12,False
2025-11-17 15:42:52,M03,Running,2146,10,False
2025-08-27 23:14:27,M06,Running,1587,7,False
2026-05-12 23:53:10,M04,Running,1502,5,False
2026-01-27 01:52:45,M03,Running,2033,12,False
2025-08-11 09:17:32,M09,Running,2236,9,False
2026-02-28 15:32:14,M09,Running,1211,4,False
2026-08-05 04:30:51,M05,Running,2177,3,False
2026-06-19 22:45:17,M03,Running,2221,11,False
2026-03-07 20:15:53,M02,Running,1951,8,False
2026-05-04 11:30:04,M07,Running,1893,5,False
2026-05-17 03:06:07,M07,Idle,1870,2,True
2026-08-10 21:24:57,M03,Running,915,4,False
2026-05-25 21:00:16,M03,Maintenance,2199,5,False
2026-05-23 23:13:04,M01,Running,1404,4,False
2026-04-28 04:14:21,M01,Running,1726,2,False
2025-10-26 06:01:44,M09,Idle,2320,11,False
2025-12-30 04:19:07,M04,Running,2431,13,False
2026-01-25 05:30:42,M01,Idle,1593,7,False
2025-09-06 21:43:54,M06,Maintenance,910,1,False
2026-04-25 16:40:21,M04,Running,2399,14,False
2026-08-03 07:44:06,M04,Idle,2243,12,False
2025-12-16 23:12:57,M10,Running,2035,4,False
2026-04-09 17:45:28,M04,Running,1163,11,False
2025-12-10 15:26:04,M03,Running,1044,7,True
2026-04-25 08:44:52,M05,Running,1066,3,False
2026-07-06 01:36:14,M05,Running,1755,12,False
2025-09-28 03:07:14,M01,Running,1460,10,False
2026-05-17 06:07:28,M10,Idle,1416,8,False
2026-07-26 06:34:23,M09,Running,2405,12,False
2025-12-05 08:44:06,M04,Maintenance,1866,2,False
2026-02-23 16:15:10,M03,Running,1899,7,False
2025-12-08 20:16:14,M04,Idle,2158,6,False
2026-04-26 17:25:15,M05,Running,2341,10,False
2026-01-16 08:01:35,M09,Idle,2129,1,False
2025-12-15 09:46:25,M06,Running,2115,10,False
2026-01-14 00:10:19,M04,Maintenance,2197,15,False
2026-05-08 11:58:55,M02,Running,1906,12,False
2025-12-03 13:14:05,M09,Idle,1567,9,False
2026-03-14 01:01:38,M08,Running,1407,15,False
2025-09-29 03:56:12,M06,Running,996,3,False
2025-10-24 05:36:28,M09,Running,2083,2,False
2026-01-21 00:22:20,M04,Idle,1668,14,False
2026-04-25 23:07:12,M09,Idle,2318,13,False
2026-08-10 22:21:11,M02,Running,1114,1,False
2026-01-04 23:25:07,M06,Running,950,1,False
2026-04-30 18:35:21,M05,Running,1977,14,False
2026-05-28 06:38:53,M05,Running,1723,11,False
2026-07-27 08:17:10,M06,Running,2178,2,False
2025-10-17 07:34:51,M10,Running,2327,10,True
2026-04-06 18:32:36,M02,Running,1829,2,False
2026-03-19 17:58:26,M05,Running,1376,13,False
2025-12-05 14:35:05,M07,Running,2153,1,False
2026-01-15 10:25:24,M09,Running,2329,7,False
2026-03-11 12:40:24,M09,Running,2098,3,False
2026-06-30 12:24:37,M06,Maintenance,822,9,False
2025-08-10 21:18:44,M03,Running,810,10,False
2025-12-06 17:50:54,M09,Running,974,5,False
2025-11-30 03:45:29,M06,Running,2122,14,False
2025-10-31 08:34:23,M03,Running,2063,14,False
2026-01-24 16:22:35,M02,Running,2437,10,False
2026-06-11 21:19:54,M09,Running,1925,2,False
2026-03-23 23:22:42,M02,Running,1204,12,False
2026-04-03 08:01:27,M06,Running,2174,11,False
2026-04-21 23:49:38,M05,Running,1196,6,False
2025-12-13 21:06:32,M06,Running,1426,12,False
2026-02-07 07:31:57,M10,Running,2454,6,False
2026-01-29 07:16:21,M03,Running,1304,13,False
2026-01-29 10:45:23,M07,Running,1536,3,False
2026-04-30 02:49:51,M06,Idle,1747,8,False
2025-11-01 17:22:12,M05,Running,1022,3,False
2026-02-25 06:00:56,M02,Idle,2492,3,False
2026-02-10 11:56:36,M04,Running,2083,2,False
2026-06-14 23:40:43,M01,Idle,2093,1,False
2026-07-26 17:08:33,M10,Running,2008,4,False
2026-06-15 21:01:01,M09,Running,1905,8,False
2026-05-23 13:11:11,M03,Running,1257,15,False
2025-10-15 15:10:01,M05,Running,1826,9,False
2026-04-23 14:27:45,M06,Running,2157,4,False
2025-09-12 15:52:49,M10,Running,2350,9,False
2025-11-28 22:36:34,M03,Running,1958,11,False
2026-02-26 21:53:22,M03,Running,1790,6,True
2026-04-25 13:05:41,M08,Running,1341,6,False
2026-04-13 12:57:53,M04,Running,2420,6,False
2026-04-08 05:27:27,M08,Idle,881,11,False
2025-12-18 21:42:34,M09,Running,1360,14,False
2025-09-15 23:57:37,M10,Running,1156,7,False
2026-06-24 13:47:17,M06,Running,959,9,False
2026-05-29 10:38:36,M04,Running,1522,14,False
2025-11-09 22:39:45,M08,Running,2037,1,False
2026-04-29 00:26:19,M03,Running,1271,2,False
2025-12-09 06:50:51,M05,Running,1182,3,False
2025-11-05 23:19:52,M02,Running,1649,13,False
2026-06-19 23:14:22,M02,Running,1780,8,False
2025-10-27 01:33:14,M03,Running,1641,1,False
2025-10-06 22:58:01,M03,Running,1129,3,False
2025-08-20 05:11:23,M01,Idle,1100,1,False
2025-08-28 16:16:18,M03,Running,1630,10,False
2025-11-13 19:37:35,M01,Idle,2290,11,False
2026-02-11 06:07:13,M02,Running,2042,8,False
2026-04-05 03:00:53,M03,Running,1641,10,False
2026-07-06 17:39:28,M10,Idle,1172,10,False
2026-06-05 04:22:06,M05,Running,2204,6,False
2025-09-08 00:20:12,M10,Running,1270,7,False
2026-02-03 14:18:53,M02,Running,1870,14,False
2026-01-18 16:23:55,M07,Idle,2040,2,False
2026-07-20 20:55:23,M10,Running,2405,9,False
2026-04-12 07:22:02,M02,Running,2150,3,False
2026-03-22 07:10:13,M09,Idle,2386,11,False
2025-10-25 05:47:46,M09,Running,888,12,False
2026-05-16 16:59:52,M04,Idle,1787,13,False
2026-05-08 04:01:14,M06,Running,2318,15,False
2026-01-06 20:28:02,M10,Running,1074,5,False
2026-02-18 17:27:28,M04,Idle,971,5,False
2026-01-12 22:33:47,M09,Running,1187,1,False
2025-11-13 11:37:42,M01,Running,1041,9,True
2025-10-07 00:59:35,M04,Running,1446,7,False
2026-04-22 12:25:56,M03,Running,1998,5,False
